sitecode,sitename,pass,species,number,sampleid,forkmm,totalmm,weight,kept,sex,stomach,stomachsource,notes,X,X.1
AC,Archie Coulter,1,creek chub,1,AC-S18-212-1,47,49,1.5,Y,M,detritus,aquatic,EC,,
AC,Archie Coulter,2,creek chub,2,AC-S18-212-2,60,65,2.9,Y,M,algae/choron/insects/detritus,aquatic,EC,,
AC,Archie Coulter,2,creek chub,3,AC-S18-212-3,50,54,1.7,Y,F,detritus/insects,unkown,,,
AC,Archie Coulter,2,creek chub,4,AC-S18-212-4,45,48,1.3,Y,I,algae/detritus,aquatic,EC,,
AC,Archie Coulter,2,creek chub,5,AC-S18-212-5,50,55,2,Y,F,algae/detritus,aquatic,EC,,
AC,Archie Coulter,MT2,creek chub,,AC-S18-212-MT1,,NA,NA,Y,,,,Pria #6,,
BW,Backus Woods,spot check,creek chub,1,BW-S18-212-1,132,142,2.8,Y,,,,,,
BW,Backus Woods,MT3,creek chub,2,BW-S18-212-MT1,120,128,24,Y,F,,,,,
SC,Caughell,1,creek chub,1,SC-S18-212-1,64,68,3.5,Y,M,empty,unknown,Pria 1,,
SC,Caughell,1,creek chub,2,SC-S18-212-2,61,65,3,Y,I,insects algae,aquatic,Pria 2,,
SC,Caughell,1,creek chub,3,SC-S18-212-3,80,85,6.5,Y,M,pink bug/insects,unknown,Pria 3,,
SC,Caughell,1,creek chub,4,SC-S18-212-4,62,65,3,Y,I,algae,aquatic,Pria 4,,
SC,Caughell,1,creek chub,5,SC-S18-212-5,54,57,2,Y,M,algae,aquatic,Pria 5,,
SC,Caughell,1,creek chub,6,SC-S18-212-6,56,61,2.5,Y,I,worms,unkown,Pria 6,,
SC,Caughell,1,creek chub,7,SC-S18-212-7,64,68,3,Y,F,detritus/insects,unknown,Pria 7,,
SC,Caughell,2,creek chub,8,SC-S18-212-8,58,61,2.5,Y,F,tiny fish,aquatic,Pria 8,,
SC,Caughell,2,creek chub,9,SC-S18-212-9,64,68,3,Y,I,empty,none,Pria 9,,
SC,Caughell,2,creek chub,10,SC-S18-212-10,55,57,2,Y,F,"detritus, insects",unknown,Pria 10 (black parasites),,
SC,Caughell,2,creek chub,11,SC-S18-212-11,85,90,7.5,Y,F,fish/detritus,aquatic,Pria 11 (black pepper parasites),,
SC,Caughell,2,creek chub,12,SC-S18-212-12,48,51,1.5,Y,M,hard insect or cray,unknown,Pria 12 (black pepper parasites),,
SC,Caughell,2,creek chub,13,SC-S18-212-13,40,41,1,Y,I,detritus,aquatic,Pria 13,,
SC,Caughell,2,creek chub,14,SC-S18-212-14,60,65,2.5,Y,F,"detritus, insects",unknown,Pria 14,,
SC,Caughell,2,creek chub,15,SC-S18-212-15,108,115,18,Y,M,"decomposed fish, algae",aquatic,Pria 15,,
SC,Caughell,2,creek chub,16,SC-S18-212-16,54,57,2,Y,I,"detritus, insects",unknown,Pria 16,,
SC,Caughell,2,creek chub,17,SC-S18-212-17,92,97,9,Y,M,"detritus, insects",unknown,Pria 17,,
SC,Caughell,2,creek chub,18,SC-S18-212-18,50,33,1.5,Y,,,,,,
SC,Caughell,MT,creek chub,1,SC-S18-212-MT1,54,57,2.1,N,,,,,,
SC,Caughell,MT,creek chub,2,SC-S18-212-MT2,54,57,2.4,N,,,,,,
SC,Caughell,MT,creek chub,3,SC-S18-212-MT3,59,63,2.5,Y,I,milkbone/detritus,aquatic,Pria 19,,
SC,Caughell,MT,creek chub,4,SC-S18-212-MT4,60,64,3,Y,I,milkbone/detritus,aquatic,Pria 20,,
JC,Csoff,1,creek chub,1,JC-S18-212-1,88,94,7.5,Y,M,,none,,,
JC,Csoff,1,creek chub,2,JC-S18-212-2,104,108,13,Y,M,"Slug, algae",both,,,
JC,Csoff,3,creek chub,3,JC-S18-212-3,151,156,37.5,Y,M,Flies and plants,terrestrial,,,
JC,Csoff,3,creek chub,4,JC-S18-212-4,145,154,33.5,Y,M,,none,,,
JC,Csoff,3,creek chub,5,JC-S18-212-5,121,130,22.5,Y,M,Insects,unknown,,,
JC,Csoff,3,creek chub,6,JC-S18-212-6,113,119,18,Y,M,Insects,unknown,,,
JC,Csoff,3,creek chub,7,JC-S18-212-7,115,121,16.5,Y,I,detritus,aquatic,,,
DE,Dedrick's ,1,creek chub,1,DE-S18-212-1,60,65,1.5,Y,F,empty,unknown,,,
DE,Dedrick's ,1,creek chub,2,DE-S18-212-2,63,67,2.5,Y,M,insects,unknown,,,
DE,Dedrick's ,1,creek chub,3,DE-S18-212-3,74,79,4.5,Y,M,detritus/insects,unknown,,,
DE,Dedrick's ,1,creek chub,4,DE-S18-212-4,82,88,6.5,Y,,,,,,
DE,Dedrick's ,1,creek chub,5,DE-S18-212-5,90,97,8,Y,F,"fish, algae",aquatic,,,
DE,Dedrick's ,2,creek chub,6,DE-S18-212-6,135,142,26,Y,M,"algae, black sticks",aquatic,,,
DE,Dedrick's ,2,creek chub,7,DE-S18-212-7,139,146,29,Y,F,white goo/detritus,unknown,,,
DE,Dedrick's ,2,creek chub,8,DE-S18-212-8,40,43,0.5,N,,,,,,
DE,Dedrick's ,2,creek chub,9,DE-S18-212-9,41,43,0.5,N,,,,,,
DE,Dedrick's ,2,creek chub,10,DE-S18-212-10,37,39,0.5,N,,,,,,
DE,Dedrick's ,2,creek chub,11,DE-S18-212-11,106,109,12,Y,F,"algae, detritus",aquatic,P8,,
DE,Dedrick's ,2,creek chub,12,DE-S18-212-12,105,110,13.5,Y,F,"white goo, detritus",unknown,P9,,
DE,Dedrick's ,2,creek chub,13,DE-S18-212-13,110,115,14.5,Y,F,"detritus, insects",unknown,P10,,
DE,Dedrick's ,2,creek chub,14,DE-S18-212-14,85,89,7,Y,M,empty,unknown,P11,,
DE,Dedrick's ,spot check,creek chub,15,DE-S18-212-15,110,115,13.5,Y,,,,,,
HC,Hawkclif,MT1,creek chub,MT-1,HC-S18-212-MT1,52,55,2,N,,,,,,
HC,Hawkclif,MT3,creek chub,MT-2,HC-S18-212-MT2,59,65,3,N,,,,,,
HC,Hawkclif,MT3,creek chub,MT-3,HC-S18-212-MT3,54,58,1.5,N,,,,,,
HC,Hawkclif,MT3,creek chub,MT-4,HC-S18-212-MT4,56,60,2,N,,,,,,
HC,Hawkclif,MT3,creek chub,MT-5,HC-S18-212-MT5,63,66,3,N,,,,,,
HC,Hawkclif,1,creek chub,1,HC-S18-212-1,53,57,1.5,N,,,,,,
HC,Hawkclif,1,creek chub,2,HC-S18-212-2,36,39,0.5,N,,,,,,
HC,Hawkclif,1,creek chub,3,HC-S18-212-3,,35,0.5,N,,,,,,
HC,Hawkclif,1,creek chub,4,HC-S18-212-4,32,34,0.5,N,,,,,,
HC,Hawkclif,1,creek chub,5,HC-S18-212-5,60,64,2,N,,,,,,
HC,Hawkclif,1,creek chub,6,HC-S18-212-6,105,112,14.5,Y,M,"worms, insects",unknown,P1,,
HC,Hawkclif,1,creek chub,7,HC-S18-212-7,34,36,0.5,N,,,,,,
HC,Hawkclif,1,creek chub,8,HC-S18-212-8,37,40,0.5,N,,,,,,
HC,Hawkclif,1,creek chub,9,HC-S18-212-9,38,40,0.5,N,,,,,,
HC,Hawkclif,1,creek chub,10,HC-S18-212-10,35,37,0.5,N,,,,,,
HC,Hawkclif,1,creek chub,11,HC-S18-212-11,31,33,0.5,N,,,,,,
HC,Hawkclif,1,creek chub,12,HC-S18-212-12,,48,1,N,,,,,,
HC,Hawkclif,1,creek chub,13,HC-S18-212-13,129,137,23,Y,M,"algae, insects",aquatic,P2,,
HC,Hawkclif,1,creek chub,14,HC-S18-212-14,33,35,0.3,N,,,,,,
HC,Hawkclif,1,creek chub,15,HC-S18-212-15,32,35,0.3,N,,,,,,
HC,Hawkclif,1,creek chub,16,HC-S18-212-16,34,36,0.5,N,,,,,,
HC,Hawkclif,1,creek chub,17,HC-S18-212-17,144,152,30.5,Y,F,"worms, insects",unknown,P3,,
HC,Hawkclif,1,creek chub,18,HC-S18-212-18,100,107,11.5,Y,F,"worms, insects",unknown,P4,,
HC,Hawkclif,1,creek chub,19,HC-S18-212-19,105,111,13.5,Y,M,insects,unknown,P5,,
HC,Hawkclif,1,creek chub,20,HC-S18-212-20,113,120,15.5,Y,M,"algae, insects",aquatic,P6,,
HC,Hawkclif,1,creek chub,22,HC-S18-212-22,85,90,7,Y,I,"worms, insects",unknown,P7,,
HC,Hawkclif,1,creek chub,27,HC-S18-212-27,90,95,8,Y,I,"worms, insects",unknown,P8,,
HC,Hawkclif,2,creek chub,21,HC-S18-212-21,70,74,4.5,N,,,,,,
HC,Hawkclif,2,creek chub,23,HC-S18-212-23,55,60,2,N,,,,,,
HC,Hawkclif,2,creek chub,24,HC-S18-212-24,125,133,22.5,N,,,,,,
HC,Hawkclif,2,creek chub,25,HC-S18-212-25,74,78,5.5,N,,,,,,
HC,Hawkclif,2,creek chub,26,HC-S18-212-26,105,111,15.5,N,,,,,,
HC,Hawkclif,2,creek chub,28,HC-S18-212-28,69,73,3.5,N,,,,,,
HC,Hawkclif,2,creek chub,29,HC-S18-212-29,79,84,6.5,N,,,,,,
HC,Hawkclif,2,creek chub,30,HC-S18-212-30,66,70,3.5,N,,,,,,
HC,Hawkclif,2,creek chub,31,HC-S18-212-31,60,64,2.5,N,,,,,,
HC,Hawkclif,2,creek chub,32,HC-S18-212-32,52,55,1.5,N,,,,,,
HC,Hawkclif,2,creek chub,33,HC-S18-212-33,58,61,2,N,,,,,,
HC,Hawkclif,2,creek chub,34,HC-S18-212-34,58,61,2.5,N,,,,,,
HC,Hawkclif,1,creek chub,35,HC-S18-212-35,85,92,7.5,Y,I,insects,unknown,P9,,
HC,Hawkclif,2,creek chub,36,HC-S18-212-36,37,40,0.5,N,,,,,,
HC,Hawkclif,2,creek chub,37,HC-S18-212-37,40,42,1,N,,,,,,
HC,Hawkclif,2,creek chub,38,HC-S18-212-38,56,60,2,N,,,,,,
HC,Hawkclif,2,creek chub,39,HC-S18-212-39,39,41,0.5,N,,,,,,
HC,Hawkclif,1,creek chub,40,HC-S18-212-40,83,88,6,Y,M,"insects, parasites",unknown,P10,,
HC,Hawkclif,1,creek chub,41,HC-S18-212-41,98,105,11,Y,I,"worms, insects",unknown,P11,,
HC,Hawkclif,2,creek chub,42,HC-S18-212-42,40,44,1,N,,,,,,
HC,Hawkclif,1,creek chub,43,HC-S18-212-43,78,84,5.5,Y,I,insects,unknown,P12,,
HC,Hawkclif,1,creek chub,44,HC-S18-212-44,85,91,7,Y,M,"algae, insects",aquatic,P13,,
HC,Hawkclif,3,creek chub,45,HC-S18-212-45,80,85,6,N,,,,,,
HC,Hawkclif,3,creek chub,46,HC-S18-212-46,125,132,23,N,,,,,,
HC,Hawkclif,3,creek chub,47,HC-S18-212-47,101,111,13,N,,,,,,
HC,Hawkclif,3,creek chub,48,HC-S18-212-48,92,95,9,N,,,,,,
HC,Hawkclif,1,creek chub,49,HC-S18-212-49,75,80,5,Y,M,"algae, insects",aquatic,P14,,
HC,Hawkclif,3,creek chub,50,HC-S18-212-50,102,109,11.5,N,,,,,,
HC,Hawkclif,3,creek chub,51,HC-S18-212-51,82,86,6,N,,,,,,
HC,Hawkclif,3,creek chub,52,HC-S18-212-52,85,90,8.5,N,,,,,,
HC,Hawkclif,3,creek chub,53,HC-S18-212-53,85,91,9.5,N,,,,,,
HC,Hawkclif,3,creek chub,54,HC-S18-212-54,56,60,2,N,,,,,,
HC,Hawkclif,3,creek chub,55,HC-S18-212-55,83,88,7,N,,,,,,
HC,Hawkclif,3,creek chub,56,HC-S18-212-56,68,72,2.5,N,,,,,,
HC,Hawkclif,3,creek chub,57,HC-S18-212-57,92,98,10,N,,,,,,
HC,Hawkclif,3,creek chub,58,HC-S18-212-58,60,65,3,N,,,,,,
HC,Hawkclif,1,creek chub,59,HC-S18-212-59,72,76,4,Y,I,"insects, parasites, goo",unknown,P15,,
HC,Hawkclif,1,creek chub,60,HC-S18-212-60,63,67,3,Y,I,"insects, parasites",unknown,P16,,
HC,Hawkclif,1,creek chub,61,HC-S18-212-61,60,63,2.5,Y,I,"empty, parasites",unknown,P17,,
HC,Hawkclif,2,creek chub,62,HC-S18-212-62,87,92,7.5,Y,I,"insects, parasites",unknown,P18,,
HC,Hawkclif,2,creek chub,63,HC-S18-212-63,98,105,11,Y,I,"insects, parasites, goo",unknown,P19,,
HC,Hawkclif,2,creek chub,64,HC-S18-212-64,135,144,30,Y,M,"insects, parasites, goo",unknown,P20,,
HT,Hawkins,MT1,creek chub,1,HT-S18-212-MT-1,124,127,22,Y,M,detritus,aquatic,,,
HT,Hawkins,MT1,creek chub,2,HT-S18-212-MT-2,118,125,21.5,Y,M,detritus,aquatic,,,
HT,Hawkins,MT4,creek chub,3,HT-S18-212-MT-3,103,109,15.5,Y,M,chronomids,aquatic,,,
HT,Hawkins,MT4,creek chub,4,HT-S18-212-MT-4,94,100,11.5,Y,F,detritus/insects,aquatic,,,
HT,Hawkins,MT4,creek chub,5,HT-S18-212-MT-5,119,128,24,Y,M,insects/seed,unknown,,,
HT,Hawkins,MT4,creek chub,6,HT-S18-212-MT-6,101,107,13.5,Y,M,insects,unknown,,,
HT,Hawkins,MT4,creek chub,7,HT-S18-212-MT-7,79,85,7,Y,M,insects,unknown,,,
KC,Kettle Creek,1,creek chub,1,KC-S18-212-1,43,45,1,Y,I,"detritus, eggs",both,,,
KC,Kettle Creek,1,creek chub,2,KC-S18-212-2,53,56,2,Y,I,insects,unknown,,,
KC,Kettle Creek,1,creek chub,3,KC-S18-212-3,214,226,124,Y,M,"johnny darters, fish",aquatic,,,
KC,Kettle Creek,1,creek chub,4,KC-S18-212-4,75,81,5.5,Y,I,insects,unknown,,,
KC,Kettle Creek,1,creek chub,5,KC-S18-212-5,41,44,1,Y,I,empty,unknown,,,
KC,Kettle Creek,1,creek chub,6,KC-S18-212-6,58,61,2.5,Y,M,insects,unknown,,,
KC,Kettle Creek,1,creek chub,7,KC-S18-212-7,32,34,0.5,N,,,,,,
KC,Kettle Creek,1,creek chub,8,KC-S18-212-8,78,84,5.5,Y,F,"detritus, insects",terrestrial,,,
KC,Kettle Creek,1,creek chub,9,KC-S18-212-9,72,77,5,Y,F,insects,unknown,,,
KC,Kettle Creek,1,creek chub,10,KC-S18-212-10,43,46,1.5,Y,I,insects,unknown,,,
KC,Kettle Creek,1,creek chub,11,KC-S18-212-11,47,50,1.5,Y,F,"algae, insects",aquatic,,,
KC,Kettle Creek,1,creek chub,12,KC-S18-212-12,93,99,11,Y,M,caterpillar,terrestrial,,,
KC,Kettle Creek,1,creek chub,13,KC-S18-212-13,75,82,5.5,Y,F,algae,aquatic,,,
KC,Kettle Creek,1,creek chub,14,KC-S18-212-14,68,74,4.5,Y,F,"detritus, insects",terrestrial,,,
KC,Kettle Creek,2,creek chub,15,KC-S18-212-15,29,31,0.3,N,,,,,,
KC,Kettle Creek,2,creek chub,16,KC-S18-212-16,149,156,39.5,Y,F,detritus,terrestrial,,,
KC,Kettle Creek,2,creek chub,17,KC-S18-212-17,,32,0.3,N,,,,,,
KC,Kettle Creek,2,creek chub,18,KC-S18-212-18,,32,0.3,N,,,,,,
KC,Kettle Creek,2,creek chub,19,KC-S18-212-19,NA,37,0.5,N,,,,,,
KC,Kettle Creek,2,creek chub,20,KC-S18-212-20,38,40,1,N,,,,,,
KC,Kettle Creek,2,creek chub,21,KC-S18-212-21,41,43,1,N,,,,,,
KC,Kettle Creek,2,creek chub,22,KC-S18-212-22,165,173,53,Y,F,crayfish,aquatic,,,
KC,Kettle Creek,2,creek chub,23,KC-S18-212-23,80,85,6.5,Y,F,"algae, insects",aquatic,,,
KC,Kettle Creek,2,creek chub,24,KC-S18-212-24,55,59,2,Y,I,detritus,terrestrial,,,
KC,Kettle Creek,2,creek chub,25,KC-S18-212-25,50,53,1.5,Y,I,detritus,terrestrial,,,
KC,Kettle Creek,3,creek chub,26,KC-S18-212-26,69,72,4,Y,I,"caterpillar, detritus",terrestrial,,,
