old sampleid,sampleid,replicate,sitecode,species,role,delta13c,delta15n,c_n_ratio
BS-S18-076-2,BS-S18-076-2,0,BS,rainbow trout,trout,-25.413,5.169,3.392931393
BS-S18-076-3,BS-S18-076-3,0,BS,rainbow trout,trout,-24.929,8.004,3.253164557
BS-S18-076-4,BS-S18-076-4,0,BS,rainbow trout,trout,-24.969,6.02,3.342837274
BS-S18-ALGAE-1,BS-S18-ALGAE-1,0,BS,algae,algae,-27.773,0.924,23.95454545
BS-S18-ALGAE-2,BS-S18-ALGAE-2,0,BS,algae,algae,-27.443,0.903,20.80681818
BS-S18-ALGAE-3,BS-S18-ALGAE-3,0,BS,algae,algae,-27.796,1.168,20.35555556
BS-S18-CADDIS-1,BS-S18-CADDIS-1,0,BS,caddisfly,aqbase,-28.2,4.369,4.750251762
BS-S18-CADDIS-2,BS-S18-CADDIS-2,0,BS,caddisfly,aqbase,-28.15,4.32,4.747975709
BS-S18-DET-1,BS-S18-DET-1,0,BS,detritus,det,-27.072,0.742,32.02597403
BS-S18-DET-2 A,BS-S18-DET-2 A,1,BS,detritus,det,-27.151,0.554,32.63157895
BS-S18-DET-2 B,BS-S18-DET-2 B,1,BS,detritus,det,-26.926,0.65,32.41891892
BS-S18-DET-2 C,BS-S18-DET-2 C,1,BS,detritus,det,-27.085,0.942,32.28571429
BS-S18-DET-2,BS-S18-DET-2,0,BS,detritus,det,-27.054,0.715333333,32.44540405
BS-S18-DET-3,BS-S18-DET-3,0,BS,detritus,det,-27.014,0.348,32.73183099
BS-S18-GOL-1,BS-S18-GOL-1,0,BS,goldenrod,terpp,-33.573,-3.67,18.35391226
BS-S18-GOL-2,BS-S18-GOL-2,0,BS,goldenrod,terpp,-33.504,-3.442,18.56287361
BS-S18-GOL-3,BS-S18-GOL-3,0,BS,goldenrod,terpp,-33.545,-3.452,18.40469939
BS-S18-TRB-1,BS-S18-TRB-1,0,BS,caterpillar,terbase,-31.294,1.805,4.388244418
BS-S18-TRB-2,BS-S18-TRB-2,0,BS,caterpillar,terbase,-30.971,1.877,4.330055148
BS-S18-TRB-3,BS-S18-TRB-3,0,BS,caterpillar,terbase,-31.233,2.017,4.306137786
BW-S18-163-3,BW-S18-163-3,0,BW,white sucker,detritivore,-27.243,10.796,3.521080557
BW-S18-163-4,BW-S18-163-4,0,BW,white sucker,detritivore,-28.613,9.99,3.289518188
BW-S18-163-7,BW-S18-163-7,0,BW,white sucker,detritivore,-29.401,10.013,3.307199091
BW-S18-212-1,BW-S18-212-1,0,BW,creek chub,cc,-25.247,7.907,3.298964222
BW-S18-212-2,BW-S18-212-2,0,BW,creek chub,cc,-25.596,7.755,3.396372125
BW-S18-341-1 A,BW-S18-341-1 A,1,BW,johnny darter,invertivore,-28.376,11.875,3.282552715
BW-S18-341-1 B,BW-S18-341-1 B,1,BW,johnny darter,invertivore,-28.428,11.923,3.282532999
BW-S18-341-1 C,BW-S18-341-1 C,1,BW,johnny darter,invertivore,-28.392,11.839,3.279396543
BW-S18-341-1,BW-S18-341-1,0,BW,johnny darter,invertivore,-28.39866667,11.879,3.281494086
BW-S18-341-2,BW-S18-341-2,0,BW,johnny darter,invertivore,-29.435,11.421,3.340554049
BW-S18-341-3,BW-S18-341-3,0,BW,johnny darter,invertivore,-29.202,11.728,3.407472105
BW-S18-630-1,BW-S18-630-1,0,BW,blacknose dace,invertivore,-26.681,8.546,3.7995832
BW-S18-630-4,BW-S18-630-4,0,BW,blacknose dace,invertivore,-26.466,8.684,3.518161544
BW-S18-630-8,BW-S18-630-8,0,BW,blacknose dace,invertivore,-27.243,9.384,3.515596519
BW-S18-ALG-1,BW-S18-ALG-1,0,BW,algae,algae,-31.915,8.353,8.407478271
BW-S18-ALG-2,BW-S18-ALG-2,0,BW,algae,algae,-32.477,8.638,7.188412177
BW-S18-ALG-3,BW-S18-ALG-3,0,BW,algae,algae,-31.719,8.318,8.755160407
BW-S18-CATERPILLAR-1,BW-S18-CATERPILLAR-1,0,BW,caterpillar,terbase,-29.231,-0.734,6.626077024
BW-S18-CATERPILLAR-2,BW-S18-CATERPILLAR-2,0,BW,caterpillar,terbase,-28.822,-0.696,6.841088824
BW-S18-DET-1,BW-S18-DET-1,0,BW,detritus,det,-28.268,2.425,21.25420826
BW-S18-DET-2,BW-S18-DET-2,0,BW,detritus,det,-28.228,2.526,23.45526681
BW-S18-DET-3 A,BW-S18-DET-3 A,1,BW,detritus,det,-28.296,2.448,21.28396512
BW-S18-DET-3 B,BW-S18-DET-3 B,1,BW,detritus,det,-28.353,2.401,21.32576713
BW-S18-DET-3 C,BW-S18-DET-3 C,1,BW,detritus,det,-28.194,2.397,21.21055545
BW-S18-DET-3,BW-S18-DET-3,0,BW,detritus,det,-28.281,2.415333333,21.27342923
BW-S18-GOL-1,BW-S18-GOL-1,0,BW,goldenrod,terpp,-31.747,-1.191,21.62046876
BW-S18-GOL-2,BW-S18-GOL-2,0,BW,goldenrod,terpp,-31.664,-1.251,21.90977493
BW-S18-MAYFLY-1,BW-S18-MAYFLY-1,0,BW,mayfly,aqbase,-29.497,5.059,5.178097491
BW-S18-MAYFLY-2,BW-S18-MAYFLY-2,0,BW,mayfly,aqbase,-30.039,7.18,4.885264953
BW-S18-SNAIL,BW-S18-SNAIL,0,BW,european garden snail,terbase,-26.868,1.845,4.519626195
DE-218-GOL-1 A,DE-S18-GOL-1 A,1,DE,goldenrod,terpp,-33.273,1.263,15.60638298
DE-218-GOL-1 B,DE-S18-GOL-1 B,1,DE,goldenrod,terpp,-33.307,1.283,16.0989011
DE-218-GOL-1 C,DE-S18-GOL-1 C,1,DE,goldenrod,terpp,-33.394,1.34,15.70921986
DE-218-GOL-1,DE-S18-GOL-1,0,DE,goldenrod,terpp,-33.32466667,1.295333333,15.80483465
DE-S18-163-2,DE-S18-163-2,0,DE,white sucker,detritivore,-28.274,9.909,3.285272609
DE-S18-163-3,DE-S18-163-3,0,DE,white sucker,detritivore,-26.909,10.236,3.246506436
DE-S18-163-4,DE-S18-163-4,0,DE,white sucker,detritivore,-28.417,9.774,3.263663593
DE-S18-208-1,DE-S18-208-1,0,DE,bluntnose minnow,detritivore,-25.038,10.449,3.422812691
DE-S18-208-2 A,DE-S18-208-2 A,1,DE,bluntnose minnow,detritivore,-25.171,10.411,3.468634543
DE-S18-208-2 B,DE-S18-208-2 B,1,DE,bluntnose minnow,detritivore,-25.222,10.536,3.46357819
DE-S18-208-2,DE-S18-208-2,0,DE,bluntnose minnow,detritivore,-25.1965,10.4735,3.466106367
DE-S18-208-4,DE-S18-208-4,0,DE,bluntnose minnow,detritivore,-25.678,10.156,3.438542524
DE-S18-212-1,DE-S18-212-1,0,DE,creek chub,cc,-26.533,9.464,3.314673194
DE-S18-212-11,DE-S18-212-11,0,DE,creek chub,cc,-25.896,8.868,3.339501768
DE-S18-212-12,DE-S18-212-12,0,DE,creek chub,cc,-25.951,8.116,3.397725913
DE-S18-212-15,DE-S18-212-15,0,DE,creek chub,cc,-25.907,8.472,3.348642443
DE-S18-212-2,DE-S18-212-2,0,DE,creek chub,cc,-26.945,7.917,3.392932236
DE-S18-212-3,DE-S18-212-3,0,DE,creek chub,cc,-24.984,10.051,3.343102366
DE-S18-212-4,DE-S18-212-4,0,DE,creek chub,cc,-26.973,9.023,3.305848072
DE-S18-212-5,DE-S18-212-5,0,DE,creek chub,cc,-25.672,7.909,3.403042854
DE-S18-212-6,DE-S18-212-6,0,DE,creek chub,cc,-25.579,8.591,3.323144815
DE-S18-212-7,DE-S18-212-7,0,DE,creek chub,cc,-25.926,8.138,3.362639312
DE-S18-341-19,DE-S18-341-19,0,DE,johnny darter,invertivore,-26.841,11.951,3.312898573
DE-S18-341-21 A,DE-S18-341-21 A,1,DE,johnny darter,invertivore,-27.463,11.512,3.356405163
DE-S18-341-21 B,DE-S18-341-21 B,1,DE,johnny darter,invertivore,-27.394,11.468,3.35196615
DE-S18-341-21,DE-S18-341-21,0,DE,johnny darter,invertivore,-27.4285,11.49,3.354185657
DE-S18-341-28,DE-S18-341-28,0,DE,johnny darter,invertivore,-28.566,12.071,3.358281358
DE-S18-630-1,DE-S18-630-1,0,DE,blacknose dace,invertivore,-26.598,10.055,3.331914894
DE-S18-630-3,DE-S18-630-3,0,DE,blacknose dace,invertivore,-26.817,10.14,3.374733854
DE-S18-630-MT2,DE-S18-630-MT2,0,DE,blacknose dace,invertivore,-26.592,10.257,3.454287739
DE-S18-ALG-1,DE-S18-ALG-1,0,DE,algae,algae,-26.766,5.357,13.55384615
DE-S18-ALG-2,DE-S18-ALG-2,0,DE,algae,algae,-28.443,5.258,13.08571429
DE-S18-CAT-1,DE-S18-CAT-1,0,DE,caterpillar,terbase,-29.114,-0.236,4.722060253
DE-S18-CAT-2,DE-S18-CAT-2,0,DE,caterpillar,terbase,-29.214,-0.232,4.814595661
DE-S18-CAT-3,DE-S18-CAT-3,0,DE,caterpillar,terbase,-29.333,-0.207,4.756385069
DE-S18-DET-1,DE-S18-DET-1,0,DE,detritus,det,-28.25,1.9,22.35114504
DE-S18-DET-2,DE-S18-DET-2,0,DE,detritus,det,-28.215,1.93,22.59375
DE-S18-DET-3,DE-S18-DET-3,0,DE,detritus,det,-28.319,1.796,22.31343284
DE-S18-GOL-2,DE-S18-GOL-2,0,DE,goldenrod,terpp,-33.641,1.03,15.95237521
DE-S18-GOL-3,DE-S18-GOL-3,0,DE,goldenrod,terpp,-33.681,0.892,15.89710326
EP1-S18-163-3,EP1-S18-163-3,0,EP1,white sucker,detritivore,-27.02,12.558,3.495273306
EP1-S18-163-4,EP1-S18-163-4,0,EP1,white sucker,detritivore,-26.626,12.083,3.375773568
EP1-S18-163-6,EP1-S18-163-6,0,EP1,white sucker,detritivore,-26.609,12.415,3.372073055
EP1-S18-165-1 A,EP1-S18-165-1 A,1,EP1,northern hog sucker,herbivore,-26.576,12.624,3.319909123
EP1-S18-165-1 B,EP1-S18-165-1 B,1,EP1,northern hog sucker,herbivore,-26.611,12.341,3.349776971
EP1-S18-165-1 C,EP1-S18-165-1 C,1,EP1,northern hog sucker,herbivore,-26.623,12.459,3.349953927
EP1-S18-165-1,EP1-S18-165-1,0,EP1,northern hog sucker,herbivore,-26.60333333,12.47466667,3.339880007
EP1-S18-165-2,EP1-S18-165-2,0,EP1,northern hog sucker,herbivore,-25.66,15.537,3.248246129
EP1-S18-165-3,EP1-S18-165-3,0,EP1,northern hog sucker,herbivore,-25.979,13.521,3.213280938
EP1-S18-198-1,EP1-S18-198-1,0,EP1,common shiner,invertivore,-26.289,12.85809091,3.417442214
EP1-S18-198-2,EP1-S18-198-2,0,EP1,common shiner,invertivore,-26.252,13.06290909,3.403342819
EP1-S18-198-8,EP1-S18-198-8,0,EP1,common shiner,invertivore,-26.8,11.81572727,3.355328288
EP1-S18-208-1,EP1-S18-208-1,0,EP1,bluntnose minnow,detritivore,-26.652,15.149,3.879784555
EP1-S18-208-2,EP1-S18-208-2,0,EP1,bluntnose minnow,detritivore,-25.827,13.79427273,3.320987848
EP1-S18-212-13,EP1-S18-212-13,0,EP1,creek chub,cc,-25.642,12.918,3.227963838
EP1-S18-212-14,EP1-S18-212-14,0,EP1,creek chub,cc,-25.026,11.906,3.217090755
EP1-S18-212-19,EP1-S18-212-19,0,EP1,creek chub,cc,-25.263,12.675,3.259714416
EP1-S18-212-20,EP1-S18-212-20,0,EP1,creek chub,cc,-25.315,13.448,3.243004978
EP1-S18-212-22,EP1-S18-212-22,0,EP1,creek chub,cc,-25.441,11.568,3.239648852
EP1-S18-212-25,EP1-S18-212-25,0,EP1,creek chub,cc,-25.597,11.907,3.306870363
EP1-S18-212-27,EP1-S18-212-27,0,EP1,creek chub,cc,-25.119,11.393,3.300989163
EP1-S18-212-29,EP1-S18-212-29,0,EP1,creek chub,cc,-26.052,12.748,3.460628597
EP1-S18-212-31,EP1-S18-212-31,0,EP1,creek chub,cc,-25.607,11.724,3.383562535
EP1-S18-212-32,EP1-S18-212-32,0,EP1,creek chub,cc,-25.316,13.178,3.330193722
EP1-S18-341-11,EP1-S18-341-11,0,EP1,johnny darter,invertivore,-25.57,13.743,3.365957447
EP1-S18-341-11 A,EP1-S18-341-11 A,1,EP1,johnny darter,invertivore,-25.229,13.96754545,3.325449145
EP1-S18-341-11 B,EP1-S18-341-11 B,1,EP1,johnny darter,invertivore,-25.565,14.19436364,3.237427886
EP1-S18-341-11,EP1-S18-341-11,0,EP1,johnny darter,invertivore,-25.397,14.08095455,3.281438516
EP1-S18-341-16,EP1-S18-341-16,0,EP1,johnny darter,invertivore,-24.702,16.961,3.354996506
EP1-S18-341-19,EP1-S18-341-19,0,EP1,johnny darter,invertivore,-25.931,14.081,3.376216968
EP1-S18-ALG-1,EP1-S18-ALG-1,0,EP1,algae,algae,-33.336,12.02,11.04883754
EP1-S18-ALG-2,EP1-S18-ALG-2,0,EP1,algae,algae,-33.709,12.031,11.52409174
EP1-S18-ALG-3,EP1-S18-ALG-3,0,EP1,algae,algae,-33.546,11.946,11.22648073
EP1-S18-CADDISFLY-1,EP1-S18-CADDISFLY-1,0,EP1,caddisfly,aqbase,-30.282,8.455,6.577227974
EP1-S18-CADDISFLY-2,EP1-S18-CADDISFLY-2,0,EP1,caddisfly,aqbase,-30.28,8.715,6.375518181
EP1-S18-DET-1,EP1-S18-DET-1,0,EP1,detritus,det,-28.447,5.093,27.55215018
EP1-S18-DET-2 A,EP1-S18-DET-2 A,1,EP1,detritus,det,-28.79,5.511,24.24051755
EP1-S18-DET-2 B,EP1-S18-DET-2 B,1,EP1,detritus,det,-28.85,5.311,24.60637698
EP1-S18-DET-2,EP1-S18-DET-2,0,EP1,detritus,det,-28.82,5.411,24.42344727
EP1-S18-DET-3,EP1-S18-DET-3,0,EP1,detritus,det,-28.615,5.336,24.4557293
EP1-S18-GOL-1,EP1-S18-GOL-1,0,EP1,goldenrod,terpp,-33.319,2.467,10.86216584
EP1-S18-GOL-2,EP1-S18-GOL-2,0,EP1,goldenrod,terpp,-31.189,4.923,13.17617405
EP1-S18-GOL-3,EP1-S18-GOL-3,0,EP1,goldenrod,terpp,-33.266,2.706,10.96852263
EP1-S18-MAYFLY,EP1-S18-MAYFLY,0,EP1,mayfly,aqbase,-27.962,11.413,4.696203
EP1-S18-SNAIL-1,EP1-S18-SNAIL-1,0,EP1,european garden snail,terbase,-26.138,2.239,4.416725874
EP1-S18-SNAIL-2,EP1-S18-SNAIL-2,0,EP1,european garden snail,terbase,-26.153,2.146,4.387712967
EP1-S18-SNAIL-3,EP1-S18-SNAIL-3,0,EP1,european garden snail,terbase,-26.141,2.154,4.381648071
EP2-S18-163-10,EP2-S18-163-10,0,EP2,white sucker,detritivore,-28.007,10.794,3.294198017
EP2-S18-163-2,EP2-S18-163-2,0,EP2,white sucker,detritivore,-27.816,11.143,3.460305867
EP2-S18-163-4,EP2-S18-163-4,0,EP2,white sucker,detritivore,-28.229,10.884,3.486508951
EP2-S18-198-1,EP2-S18-198-1,0,EP2,common shiner,invertivore,-27.079,10.766,3.56144094
EP2-S18-198-2 A,EP2-S18-198-2 A,1,EP2,common shiner,invertivore,-27.359,10.915,3.459993888
EP2-S18-198-2 B,EP2-S18-198-2 B,1,EP2,common shiner,invertivore,-27.36,11.151,3.442132817
EP2-S18-198-2 C,EP2-S18-198-2 C,1,EP2,common shiner,invertivore,-27.334,11.13,3.492425438
EP2-S18-198-2,EP2-S18-198-2,0,EP2,common shiner,invertivore,-27.351,11.06533333,3.464850714
EP2-S18-198-3,EP2-S18-198-3,0,EP2,common shiner,invertivore,-27.366,10.508,3.530078537
EP2-S18-208-1,EP2-S18-208-1,0,EP2,bluntnose minnow,detritivore,-28.31,12.217,3.708067742
EP2-S18-208-2,EP2-S18-208-2,0,EP2,bluntnose minnow,detritivore,-28.537,12.026,3.639829763
EP2-S18-208-7,EP2-S18-208-7,0,EP2,bluntnose minnow,detritivore,-27.908,11.928,3.647961523
EP2-S18-212-10,EP2-S18-212-10,0,EP2,creek chub,cc,-25.538,8.509,3.258564674
EP2-S18-212-12,EP2-S18-212-12,0,EP2,creek chub,cc,-26.526,10.483,3.628843729
EP2-S18-212-13,EP2-S18-212-13,0,EP2,creek chub,cc,-26.043,10.725,3.374284438
EP2-S18-212-15,EP2-S18-212-15,0,EP2,creek chub,cc,-25.689,9.819,3.226479878
EP2-S18-212-16,EP2-S18-212-16,0,EP2,creek chub,cc,-26.394,10.15,3.463076744
EP2-S18-212-2,EP2-S18-212-2,0,EP2,creek chub,cc,-26.441,10.685,3.419936542
EP2-S18-212-3,EP2-S18-212-3,0,EP2,creek chub,cc,-26.23,10.374,3.39508774
EP2-S18-212-4,EP2-S18-212-4,0,EP2,creek chub,cc,-26.021,9.189,3.580949947
EP2-S18-212-6,EP2-S18-212-6,0,EP2,creek chub,cc,-26.011,10.592,3.307879159
EP2-S18-212-7,EP2-S18-212-7,0,EP2,creek chub,cc,-26.171,10.986,3.27221476
EP2-S18-281-1,EP2-S18-281-1,0,EP2,brook stickleback,planktivore,-28.557,12.646,3.783526441
EP2-S18-281-10,EP2-S18-281-10,0,EP2,brook stickleback,planktivore,-28.717,12.376,4.357808867
EP2-S18-281-6 A,EP2-S18-281-6 A,1,EP2,brook stickleback,planktivore,-27.802,13.452,3.725291588
EP2-S18-281-6 B,EP2-S18-281-6 B,1,EP2,brook stickleback,planktivore,-27.739,13.584,3.71016114
EP2-S18-281-6 C,EP2-S18-281-6 C,1,EP2,brook stickleback,planktivore,-27.741,13.602,3.713808114
EP2-S18-281-6,EP2-S18-281-6,0,EP2,brook stickleback,planktivore,-27.76066667,13.546,3.716420281
EP2-S18-630-3,EP2-S18-630-3,0,EP2,blacknose dace,invertivore,-27.583,11.54,3.82482391
EP2-S18-630-4,EP2-S18-630-4,0,EP2,blacknose dace,invertivore,-27.766,11.851,3.78213755
EP2-S18-630-6,EP2-S18-630-6,0,EP2,blacknose dace,invertivore,-27.63,11.674,3.734859112
EP2-S18-ALGAE-1,EP2-S18-ALGAE-1,0,EP2,algae,algae,-31.23,8.816,11.86664953
EP2-S18-ALGAE-2,EP2-S18-ALGAE-2,0,EP2,algae,algae,-32.12,8.844,12.67536683
EP2-S18-ALGAE-3,EP2-S18-ALGAE-3,0,EP2,algae,algae,-31.64,8.859,12.07411223
EP2-S18-DET-1,EP2-S18-DET-1,0,EP2,detritus,det,-29.4,3.714,37.9856222
EP2-S18-DET-2 A,EP2-S18-DET-2 A,1,EP2,detritus,det,-29.504,3.759,39.05390431
